catalogue_obsid|catalogue_obsdate|catalogue_lmjd|catalogue_mjd|catalogue_planid|catalogue_spid|catalogue_fiberid|catalogue_class|catalogue_subclass|catalogue_z|catalogue_ra|catalogue_dec|stellar_teff|stellar_logg|stellar_feh|stellar_rv|obsfits_file
505303181|2017-01-01|57755|57754|GAC085S03M1|3|181|GALAXY|Non|0.0991730000|84.0413540000|-3.5807600000|||||20170101/GAC085S03M1/spec-57755-GAC085S03M1_sp03-181.fits.gz
505402107|2017-01-01|57755|57754|HD093318N282204M02|2|107|GALAXY|Non|0.0435190000|142.0420908000|26.4061221000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-107.fits.gz
505402169|2017-01-01|57755|57754|HD093318N282204M02|2|169|GALAXY|Non|0.0198250000|141.0807200000|27.1276040000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-169.fits.gz
505402181|2017-01-01|57755|57754|HD093318N282204M02|2|181|GALAXY|Non|0.0479770000|141.3330536000|27.2509598000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-181.fits.gz
505402215|2017-01-01|57755|57754|HD093318N282204M02|2|215|GALAXY|Non|0.0433860000|141.8466817000|26.4023138000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-215.fits.gz
505412053|2017-01-01|57755|57754|HD093318N282204M02|12|53|GALAXY|Non|0.0634880000|144.5699368000|30.1525922000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-053.fits.gz
505412099|2017-01-01|57755|57754|HD093318N282204M02|12|99|GALAXY|Non|0.1526230000|144.4933750000|29.5785830000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-099.fits.gz
505412115|2017-01-01|57755|57754|HD093318N282204M02|12|115|GALAXY|Non|0.1156220000|145.3128750000|29.9400560000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-115.fits.gz
505412143|2017-01-01|57755|57754|HD093318N282204M02|12|143|GALAXY|Non|0.1096060000|144.1174520000|29.8854980000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-143.fits.gz
505412158|2017-01-01|57755|57754|HD093318N282204M02|12|158|GALAXY|Non|0.0019192900|145.0535100000|29.5917600000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-158.fits.gz
505412195|2017-01-01|57755|57754|HD093318N282204M02|12|195|GALAXY|Non|0.1189350000|145.3579367000|29.9998448000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-195.fits.gz
505412247|2017-01-01|57755|57754|HD093318N282204M02|12|247|GALAXY|Non|0.0689830000|144.5056630000|30.5984466000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-247.fits.gz
505401041|2017-01-01|57755|57754|HD093318N282204M02|1|41|GALAXY|Non|0.0587820000|142.8033952000|26.2427389000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-041.fits.gz
505401029|2017-01-01|57755|57754|HD093318N282204M02|1|29|GALAXY|Non|0.0579450000|142.8460258000|26.2145187000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-029.fits.gz
505401066|2017-01-01|57755|57754|HD093318N282204M02|1|66|GALAXY|Non|0.0650470000|142.8780021000|26.4671143000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-066.fits.gz
505413018|2017-01-01|57755|57754|HD093318N282204M02|13|18|GALAXY|Non|0.1037530000|146.0015139000|28.8741250000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-018.fits.gz
505413035|2017-01-01|57755|57754|HD093318N282204M02|13|35|GALAXY|Non|0.0531430000|146.1171257000|28.5520038000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-035.fits.gz
505413073|2017-01-01|57755|57754|HD093318N282204M02|13|73|GALAXY|Non|0.0529650000|146.1103496000|28.3262277000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-073.fits.gz
505413177|2017-01-01|57755|57754|HD093318N282204M02|13|177|GALAXY|Non|0.1272010000|145.6963216000|29.0836401000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-177.fits.gz
505413192|2017-01-01|57755|57754|HD093318N282204M02|13|192|GALAXY|Non|0.1116120000|145.8916107000|29.2765093000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-192.fits.gz
505413200|2017-01-01|57755|57754|HD093318N282204M02|13|200|GALAXY|Non|0.1108980000|145.9040766000|29.1600293000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-200.fits.gz
505413203|2017-01-01|57755|57754|HD093318N282204M02|13|203|GALAXY|Non|0.1072220000|145.3515940000|28.5349455000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-203.fits.gz
505413213|2017-01-01|57755|57754|HD093318N282204M02|13|213|GALAXY|Non|0.1090890000|145.0451600000|28.5722930000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-213.fits.gz
505416160|2017-01-01|57755|57754|HD093318N282204M02|16|160|GALAXY|Non|0.0434510000|142.1374143000|29.9692894000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-160.fits.gz
505416168|2017-01-01|57755|57754|HD093318N282204M02|16|168|GALAXY|Non|0.0258920000|141.9761256000|29.9982982000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-168.fits.gz
505415025|2017-01-01|57755|57754|HD093318N282204M02|15|25|GALAXY|Non|0.3303010000|142.9072140000|29.3339430000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-025.fits.gz
505415133|2017-01-01|57755|57754|HD093318N282204M02|15|133|GALAXY|Non|0.2998440000|143.5918950000|29.4644030000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-133.fits.gz
505415171|2017-01-01|57755|57754|HD093318N282204M02|15|171|GALAXY|Non|0.1603780000|142.4342810000|29.7408123000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-171.fits.gz
505415181|2017-01-01|57755|57754|HD093318N282204M02|15|181|GALAXY|Non|0.1398570000|143.0346174000|29.2497224000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-181.fits.gz
505415209|2017-01-01|57755|57754|HD093318N282204M02|15|209|GALAXY|Non|0.1394810000|142.9491258000|29.6285835000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-209.fits.gz
505414034|2017-01-01|57755|57754|HD093318N282204M02|14|34|GALAXY|Non|0.2151600000|140.9628300000|28.4926660000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-034.fits.gz
505414035|2017-01-01|57755|57754|HD093318N282204M02|14|35|GALAXY|Non|0.1774050000|140.4960210000|28.5427860000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-035.fits.gz
505414188|2017-01-01|57755|57754|HD093318N282204M02|14|188|GALAXY|Non|0.0677540000|141.0896104000|28.7368087000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-188.fits.gz
505401080|2017-01-01|57755|57754|HD093318N282204M02|1|80|GALAXY|Non|0.0645660000|143.0494558000|26.3693382000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-080.fits.gz
505411017|2017-01-01|57755|57754|HD093318N282204M02|11|17|GALAXY|Non|0.0510300000|142.8960193000|30.4427733000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-017.fits.gz
505411029|2017-01-01|57755|57754|HD093318N282204M02|11|29|GALAXY|Non|0.3211690000|144.0044470000|30.7890660000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-029.fits.gz
505411032|2017-01-01|57755|57754|HD093318N282204M02|11|32|GALAXY|Non|0.1169030000|145.4199270000|29.9355210000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-032.fits.gz
505411047|2017-01-01|57755|57754|HD093318N282204M02|11|47|GALAXY|Non|0.0756170000|144.3529056000|30.6916846000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-047.fits.gz
505411063|2017-01-01|57755|57754|HD093318N282204M02|11|63|GALAXY|Non|0.0455070000|143.8968240000|30.1381100000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-063.fits.gz
505411117|2017-01-01|57755|57754|HD093318N282204M02|11|117|GALAXY|Non|0.0246930000|143.8299200000|30.4088750000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-117.fits.gz
505411128|2017-01-01|57755|57754|HD093318N282204M02|11|128|GALAXY|Non|0.0783890000|143.0377340000|30.5310070000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-128.fits.gz
505416192|2017-01-01|57755|57754|HD093318N282204M02|16|192|GALAXY|Non|0.2734380000|141.7675980000|29.7434390000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-192.fits.gz
505411180|2017-01-01|57755|57754|HD093318N282204M02|11|180|GALAXY|Non|0.0512940000|143.1976990000|30.1819000000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-180.fits.gz
505411190|2017-01-01|57755|57754|HD093318N282204M02|11|190|GALAXY|Non|0.1464700000|143.5146160000|30.3527154000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-190.fits.gz
505411224|2017-01-01|57755|57754|HD093318N282204M02|11|224|GALAXY|Non|0.1265900000|143.8855960000|30.7590717000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-224.fits.gz
505408033|2017-01-01|57755|57754|HD093318N282204M02|8|33|GALAXY|Non|0.2077960000|144.1735000000|28.1522760000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp08-033.fits.gz
505401100|2017-01-01|57755|57754|HD093318N282204M02|1|100|GALAXY|Non|0.0654550000|143.4011371000|26.2796733000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-100.fits.gz
505401176|2017-01-01|57755|57754|HD093318N282204M02|1|176|GALAXY|Non|0.0557800000|143.7347340000|25.9630780000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-176.fits.gz
505407006|2017-01-01|57755|57754|HD093318N282204M02|7|6|GALAXY|Non|0.2752330000|144.2770230000|26.5142680000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-006.fits.gz
505407007|2017-01-01|57755|57754|HD093318N282204M02|7|7|GALAXY|Non|0.0831390000|144.0193200000|26.4915090000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-007.fits.gz
505407027|2017-01-01|57755|57754|HD093318N282204M02|7|27|GALAXY|Non|0.0963080000|144.0962400000|26.7351590000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-027.fits.gz
505407046|2017-01-01|57755|57754|HD093318N282204M02|7|46|GALAXY|Non|0.0335540000|143.9991130000|26.6740687000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-046.fits.gz
505407057|2017-01-01|57755|57754|HD093318N282204M02|7|57|GALAXY|Non|0.0498930000|144.8163875000|26.8215729000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-057.fits.gz
505407068|2017-01-01|57755|57754|HD093318N282204M02|7|68|GALAXY|Non|0.0534430000|144.6104435000|26.6647218000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-068.fits.gz
505407093|2017-01-01|57755|57754|HD093318N282204M02|7|93|GALAXY|Non|0.0455120000|145.0211131000|26.6564983000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-093.fits.gz
505407102|2017-01-01|57755|57754|HD093318N282204M02|7|102|GALAXY|Non|0.2940000000|144.4080000000|26.9789720000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-102.fits.gz
505407106|2017-01-01|57755|57754|HD093318N282204M02|7|106|GALAXY|Non|0.2945550000|144.2139840000|26.7176820000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-106.fits.gz
505407117|2017-01-01|57755|57754|HD093318N282204M02|7|117|GALAXY|Non|0.0431180000|144.4956495000|26.8719815000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-117.fits.gz
505407118|2017-01-01|57755|57754|HD093318N282204M02|7|118|GALAXY|Non|0.0640260000|144.3031217000|26.9078174000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-118.fits.gz
505407119|2017-01-01|57755|57754|HD093318N282204M02|7|119|GALAXY|Non|0.0429690000|144.5466602000|26.7365167000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-119.fits.gz
505407120|2017-01-01|57755|57754|HD093318N282204M02|7|120|GALAXY|Non|0.1691110000|144.3465900000|27.0366040000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-120.fits.gz
505407153|2017-01-01|57755|57754|HD093318N282204M02|7|153|GALAXY|Non|0.0660670000|144.1328507000|26.4373849000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-153.fits.gz
505407204|2017-01-01|57755|57754|HD093318N282204M02|7|204|GALAXY|Non|0.0680260000|144.7403020000|26.3164530000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-204.fits.gz
505407249|2017-01-01|57755|57754|HD093318N282204M02|7|249|GALAXY|Non|0.0425150000|144.3790091000|26.2177532000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-249.fits.gz
505405030|2017-01-01|57755|57754|HD093318N282204M02|5|30|GALAXY|Non|0.1040310000|142.8441641000|27.3711781000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-030.fits.gz
505405035|2017-01-01|57755|57754|HD093318N282204M02|5|35|GALAXY|Non|0.2845670000|143.1340000000|27.4338610000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-035.fits.gz
505405060|2017-01-01|57755|57754|HD093318N282204M02|5|60|GALAXY|Non|0.0436170000|142.6124430000|27.7701510000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-060.fits.gz
505405142|2017-01-01|57755|57754|HD093318N282204M02|5|142|GALAXY|Non|0.1072460000|143.3758430000|27.3282250000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-142.fits.gz
505405166|2017-01-01|57755|57754|HD093318N282204M02|5|166|GALAXY|Non|0.0741670000|143.1552710000|27.4688570000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-166.fits.gz
505405246|2017-01-01|57755|57754|HD093318N282204M02|5|246|GALAXY|Non|0.4486150000|142.6139600000|27.5063220000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-246.fits.gz
505416031|2017-01-01|57755|57754|HD093318N282204M02|16|31|GALAXY|Non|0.2100910000|141.6962500000|30.2438030000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-031.fits.gz
505416054|2017-01-01|57755|57754|HD093318N282204M02|16|54|GALAXY|Non|0.0271860000|142.0049973000|30.1984238000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-054.fits.gz
505416127|2017-01-01|57755|57754|HD093318N282204M02|16|127|GALAXY|Non|0.1267810000|142.5798088000|30.5248879000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-127.fits.gz
505409050|2017-01-01|57755|57754|HD093318N282204M02|9|50|GALAXY|Non|0.1239970000|144.2687020000|28.9663140000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-050.fits.gz
505416187|2017-01-01|57755|57754|HD093318N282204M02|16|187|GALAXY|Non|0.1179830000|141.8744426000|30.1339966000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-187.fits.gz
505409019|2017-01-01|57755|57754|HD093318N282204M02|9|19|GALAXY|Non|0.0273090000|144.0942325000|28.5168901000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-019.fits.gz
505408062|2017-01-01|57755|57754|HD093318N282204M02|8|62|GALAXY|Non|0.0603210000|144.5451619000|27.8929671000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp08-062.fits.gz
505409069|2017-01-01|57755|57754|HD093318N282204M02|9|69|GALAXY|Non|0.1176480000|144.3054060000|29.2942638000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-069.fits.gz
505401005|2017-01-01|57755|57754|HD093318N282204M02|1|5|GALAXY|Non|0.0434200000|143.6052466000|25.9131929000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-005.fits.gz
505409085|2017-01-01|57755|57754|HD093318N282204M02|9|85|GALAXY|Non|0.0957570000|143.9165140000|29.7458670000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-085.fits.gz
505401053|2017-01-01|57755|57754|HD093318N282204M02|1|53|GALAXY|Non|0.0583080000|142.8147308000|26.5488670000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-053.fits.gz
505409127|2017-01-01|57755|57754|HD093318N282204M02|9|127|GALAXY|Non|0.0745400000|144.8560864000|28.6611572000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-127.fits.gz
505409148|2017-01-01|57755|57754|HD093318N282204M02|9|148|GALAXY|Non|0.2231630000|144.5250500000|28.7503860000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-148.fits.gz
505408103|2017-01-01|57755|57754|HD093318N282204M02|8|103|GALAXY|Non|0.1026590000|144.0884362000|27.4368554000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp08-103.fits.gz
505401110|2017-01-01|57755|57754|HD093318N282204M02|1|110|GALAXY|Non|0.0589120000|143.6300539000|26.4483571000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-110.fits.gz
505401111|2017-01-01|57755|57754|HD093318N282204M02|1|111|GALAXY|Non|0.1129260000|143.7351416000|26.4676140000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-111.fits.gz
505401124|2017-01-01|57755|57754|HD093318N282204M02|1|124|GALAXY|Non|0.2716240000|143.6452800000|26.3279840000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-124.fits.gz
505409196|2017-01-01|57755|57754|HD093318N282204M02|9|196|GALAXY|Non|0.0551350000|144.5819600000|28.9821600000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-196.fits.gz
505406078|2017-01-01|57755|57754|HD093318N282204M02|6|78|GALAXY|Non|0.0328010000|145.2494268000|27.7708502000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-078.fits.gz
505404095|2017-01-01|57755|57754|HD093318N282204M02|4|95|GALAXY|Non|0.2220440000|143.5625510000|27.8442170000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-095.fits.gz
505401186|2017-01-01|57755|57754|HD093318N282204M02|1|186|GALAXY|Non|0.0559700000|143.8313130000|25.9749870000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-186.fits.gz
505401218|2017-01-01|57755|57754|HD093318N282204M02|1|218|GALAXY|Non|0.0634910000|143.0821924000|26.0231730000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-218.fits.gz
505406171|2017-01-01|57755|57754|HD093318N282204M02|6|171|GALAXY|Non|0.2766020000|145.6279600000|27.6878250000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-171.fits.gz
505404178|2017-01-01|57755|57754|HD093318N282204M02|4|178|GALAXY|Non|0.2530720000|142.8106380000|28.0442900000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-178.fits.gz
505404179|2017-01-01|57755|57754|HD093318N282204M02|4|179|GALAXY|Non|0.0573600000|142.7781869000|28.0911084000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-179.fits.gz
505404215|2017-01-01|57755|57754|HD093318N282204M02|4|215|GALAXY|Non|0.0553800000|143.6870792000|28.7704011000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-215.fits.gz
505404244|2017-01-01|57755|57754|HD093318N282204M02|4|244|GALAXY|Non|0.0525820000|143.7759040000|28.3419564000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-244.fits.gz
505403054|2017-01-01|57755|57754|HD093318N282204M02|3|54|GALAXY|Non|0.0482460000|141.8867992000|28.6466775000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp03-054.fits.gz
505410148|2017-01-01|57755|57754|HD093318N282204M02|10|148|GALAXY|Non|0.3186440000|140.8444900000|28.4240500000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp10-148.fits.gz
505410209|2017-01-01|57755|57754|HD093318N282204M02|10|209|GALAXY|Non|0.0425520000|141.5995656000|27.7318772000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp10-209.fits.gz
505410216|2017-01-01|57755|57754|HD093318N282204M02|10|216|GALAXY|Non|0.1174250000|141.8154500000|27.6873100000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp10-216.fits.gz
505502042|2017-01-01|57755|57754|HD105033N320139M02|2|42|GALAXY|Non|0.0343140000|160.7672729000|30.4392377000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp02-042.fits.gz
505502061|2017-01-01|57755|57754|HD105033N320139M02|2|61|GALAXY|Non|0.0293060000|161.9118500000|30.4369930000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp02-061.fits.gz
505502169|2017-01-01|57755|57754|HD105033N320139M02|2|169|GALAXY|Non|0.0414720000|160.4230069000|30.7419599000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp02-169.fits.gz
505502204|2017-01-01|57755|57754|HD105033N320139M02|2|204|GALAXY|Non|0.0343870000|161.2175773000|29.9039593000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp02-204.fits.gz
505512087|2017-01-01|57755|57754|HD105033N320139M02|12|87|GALAXY|Non|0.0597410000|163.6747673000|33.6404460000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp12-087.fits.gz
505512118|2017-01-01|57755|57754|HD105033N320139M02|12|118|GALAXY|Non|0.3797090000|164.7704580000|33.5758890000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp12-118.fits.gz
505512151|2017-01-01|57755|57754|HD105033N320139M02|12|151|GALAXY|Non|0.0226960000|164.2656412000|33.3006107000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp12-151.fits.gz
505512243|2017-01-01|57755|57754|HD105033N320139M02|12|243|GALAXY|Non|0.0598670000|163.7321500000|34.3111520000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp12-243.fits.gz
505513006|2017-01-01|57755|57754|HD105033N320139M02|13|6|GALAXY|Non|0.2518150000|165.3287100000|32.5176830000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp13-006.fits.gz
505513038|2017-01-01|57755|57754|HD105033N320139M02|13|38|GALAXY|Non|0.1415870000|165.3473860000|32.2924230000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp13-038.fits.gz
505513053|2017-01-01|57755|57754|HD105033N320139M02|13|53|GALAXY|Non|0.0471220000|165.2972710000|32.1383060000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp13-053.fits.gz
505516027|2017-01-01|57755|57754|HD105033N320139M02|16|27|GALAXY|Non|0.0827920000|160.9754737000|33.7554648000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp16-027.fits.gz
505513067|2017-01-01|57755|57754|HD105033N320139M02|13|67|GALAXY|Non|0.1572780000|165.5456240000|32.1111440000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp13-067.fits.gz
505513089|2017-01-01|57755|57754|HD105033N320139M02|13|89|GALAXY|Non|0.1179630000|164.8662300000|32.1007040000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp13-089.fits.gz
505501178|2017-01-01|57755|57754|HD105033N320139M02|1|178|GALAXY|Non|0.0346030000|163.4388200000|29.7834050000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp01-178.fits.gz
505501128|2017-01-01|57755|57754|HD105033N320139M02|1|128|GALAXY|Non|0.1141260000|162.9076836000|30.2839986000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp01-128.fits.gz
505514020|2017-01-01|57755|57754|HD105033N320139M02|14|20|GALAXY|Non|0.2457390000|160.3264700000|32.9650480000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp14-020.fits.gz
505513158|2017-01-01|57755|57754|HD105033N320139M02|13|158|GALAXY|Non|0.0725530000|164.3533151000|33.0740444000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp13-158.fits.gz
505513173|2017-01-01|57755|57754|HD105033N320139M02|13|173|GALAXY|Non|0.1015460000|164.4149560000|32.8284924000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp13-173.fits.gz
505501029|2017-01-01|57755|57754|HD105033N320139M02|1|29|GALAXY|Non|0.0314890000|162.2782920000|29.8157190000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp01-029.fits.gz
505501045|2017-01-01|57755|57754|HD105033N320139M02|1|45|GALAXY|Non|0.2740000000|162.4290000000|29.9963890000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp01-045.fits.gz
505513213|2017-01-01|57755|57754|HD105033N320139M02|13|213|GALAXY|Non|0.0740010000|164.4273230000|32.3701730000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp13-213.fits.gz
505515118|2017-01-01|57755|57754|HD105033N320139M02|15|118|GALAXY|Non|0.0585360000|162.6524472000|32.8568198000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp15-118.fits.gz
505515119|2017-01-01|57755|57754|HD105033N320139M02|15|119|GALAXY|Non|0.3079990000|162.5606816000|32.8450570000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp15-119.fits.gz
505501089|2017-01-01|57755|57754|HD105033N320139M02|1|89|GALAXY|Non|0.1163520000|162.7326270000|29.8615140000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp01-089.fits.gz
505515127|2017-01-01|57755|57754|HD105033N320139M02|15|127|GALAXY|Non|0.1223880000|162.9938600000|33.1023610000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp15-127.fits.gz
505514117|2017-01-01|57755|57754|HD105033N320139M02|14|117|GALAXY|Non|0.0821390000|160.1805196000|32.7962664000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp14-117.fits.gz
505511137|2017-01-01|57755|57754|HD105033N320139M02|11|137|GALAXY|Non|0.1139130000|162.3045690000|34.4632310000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp11-137.fits.gz
505501210|2017-01-01|57755|57754|HD105033N320139M02|1|210|GALAXY|Non|0.0300160000|162.5983000000|29.8127530000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp01-210.fits.gz
505514177|2017-01-01|57755|57754|HD105033N320139M02|14|177|GALAXY|Non|0.0583940000|160.3127020000|32.3569400000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp14-177.fits.gz
505515206|2017-01-01|57755|57754|HD105033N320139M02|15|206|GALAXY|Non|0.0723910000|162.4207427000|33.4140324000|||||20170101/HD105033N320139M02/spec-57755-HD105033N320139M02_sp15-206.fits.gz
