catalogue_obsid|catalogue_obsdate|catalogue_lmjd|catalogue_mjd|catalogue_planid|catalogue_spid|catalogue_fiberid|catalogue_class|catalogue_subclass|catalogue_z|catalogue_ra|catalogue_dec|stellar_teff|stellar_logg|stellar_feh|stellar_rv|obsfits_file
505402017|2017-01-01|57755|57754|HD093318N282204M02|2|17|QSO|Non|2.5877300000|142.0440757000|26.5043770000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-017.fits.gz
505402030|2017-01-01|57755|57754|HD093318N282204M02|2|30|QSO|Non|1.3508300000|141.8843000000|27.0125300000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-030.fits.gz
505402050|2017-01-01|57755|57754|HD093318N282204M02|2|50|QSO|Non|2.0500000000|141.4603400000|26.8222980000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-050.fits.gz
505402079|2017-01-01|57755|57754|HD093318N282204M02|2|79|QSO|Non|0.9301480000|141.4797931000|26.7755558000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-079.fits.gz
505402128|2017-01-01|57755|57754|HD093318N282204M02|2|128|QSO|Non|0.4091530000|141.8312000000|26.8706810000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-128.fits.gz
505402198|2017-01-01|57755|57754|HD093318N282204M02|2|198|QSO|Non|1.0979210000|141.7479100000|27.1849220000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-198.fits.gz
505402224|2017-01-01|57755|57754|HD093318N282204M02|2|224|QSO|Non|0.9794120000|141.7501061000|26.3396298000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-224.fits.gz
505402232|2017-01-01|57755|57754|HD093318N282204M02|2|232|QSO|Non|1.8211790000|142.2940500000|26.9972850000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-232.fits.gz
505402239|2017-01-01|57755|57754|HD093318N282204M02|2|239|QSO|Non|1.3097470000|142.1452500000|27.0295910000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp02-239.fits.gz
505412043|2017-01-01|57755|57754|HD093318N282204M02|12|43|QSO|Non|1.3224400000|144.6844770000|30.2983790000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-043.fits.gz
505412049|2017-01-01|57755|57754|HD093318N282204M02|12|49|QSO|Non|1.1200000000|144.7462900000|30.2329370000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-049.fits.gz
505412073|2017-01-01|57755|57754|HD093318N282204M02|12|73|QSO|Non|1.0000000000|144.3254791000|30.2050445000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-073.fits.gz
505412107|2017-01-01|57755|57754|HD093318N282204M02|12|107|QSO|Non|0.9910050000|145.5137000000|29.9256200000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-107.fits.gz
505412148|2017-01-01|57755|57754|HD093318N282204M02|12|148|QSO|Non|2.5214900000|144.1108557000|30.0692558000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp12-148.fits.gz
505416221|2017-01-01|57755|57754|HD093318N282204M02|16|221|QSO|Non|1.2954660000|141.3975275000|30.0121542000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-221.fits.gz
505401025|2017-01-01|57755|57754|HD093318N282204M02|1|25|QSO|Non|1.6637020000|143.5946500000|26.0921180000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-025.fits.gz
505401067|2017-01-01|57755|57754|HD093318N282204M02|1|67|QSO|Non|0.7783290000|142.8196100000|26.4798570000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-067.fits.gz
505416086|2017-01-01|57755|57754|HD093318N282204M02|16|86|QSO|Non|2.7105030000|141.6350908000|29.8249199000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-086.fits.gz
505416151|2017-01-01|57755|57754|HD093318N282204M02|16|151|QSO|Non|1.0871300000|142.2830888000|29.7815851000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-151.fits.gz
505413016|2017-01-01|57755|57754|HD093318N282204M02|13|16|QSO|Non|0.4133500000|145.8074700000|28.7523660000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-016.fits.gz
505413027|2017-01-01|57755|57754|HD093318N282204M02|13|27|QSO|Non|1.2664110000|145.7915000000|28.5856800000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-027.fits.gz
505413087|2017-01-01|57755|57754|HD093318N282204M02|13|87|QSO|Non|1.6887400000|145.5802975000|28.3323463000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-087.fits.gz
505413098|2017-01-01|57755|57754|HD093318N282204M02|13|98|QSO|Non|1.4022100000|145.2746425000|28.2632321000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-098.fits.gz
505413104|2017-01-01|57755|57754|HD093318N282204M02|13|104|QSO|Non|1.0972490000|145.3547000000|29.1036200000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-104.fits.gz
505413170|2017-01-01|57755|57754|HD093318N282204M02|13|170|QSO|Non|1.8136920000|144.7643280000|29.0704536000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-170.fits.gz
505413184|2017-01-01|57755|57754|HD093318N282204M02|13|184|QSO|Non|2.0379230000|145.7988300000|29.1861040000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-184.fits.gz
505413201|2017-01-01|57755|57754|HD093318N282204M02|13|201|QSO|Non|0.5855560000|145.4536000000|28.7257200000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp13-201.fits.gz
505416080|2017-01-01|57755|57754|HD093318N282204M02|16|80|QSO|Non|0.8350000000|141.5903596000|29.6472549000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-080.fits.gz
505416092|2017-01-01|57755|57754|HD093318N282204M02|16|92|QSO|Non|0.3521950000|141.7072760000|29.5274187000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-092.fits.gz
505416169|2017-01-01|57755|57754|HD093318N282204M02|16|169|QSO|Non|1.4294680000|142.0613445000|29.8783841000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-169.fits.gz
505408049|2017-01-01|57755|57754|HD093318N282204M02|8|49|QSO|Non|1.0925150000|144.0452500000|28.2123040000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp08-049.fits.gz
505415023|2017-01-01|57755|57754|HD093318N282204M02|15|23|QSO|Non|1.9338190000|143.2409300000|29.4796880000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-023.fits.gz
505415060|2017-01-01|57755|57754|HD093318N282204M02|15|60|QSO|Non|1.6864820000|141.9667000000|29.1867100000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-060.fits.gz
505415068|2017-01-01|57755|57754|HD093318N282204M02|15|68|QSO|Non|2.2903490000|141.9469700000|29.1224090000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-068.fits.gz
505415076|2017-01-01|57755|57754|HD093318N282204M02|15|76|QSO|Non|1.0364700000|142.6300507000|29.5333614000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-076.fits.gz
505415097|2017-01-01|57755|57754|HD093318N282204M02|15|97|QSO|Non|1.2818830000|142.6626518000|29.5648725000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-097.fits.gz
505415103|2017-01-01|57755|57754|HD093318N282204M02|15|103|QSO|Non|1.1000000000|143.6981900000|29.0418580000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-103.fits.gz
505415189|2017-01-01|57755|57754|HD093318N282204M02|15|189|QSO|Non|2.8407380000|142.9099149000|29.2817799000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-189.fits.gz
505415193|2017-01-01|57755|57754|HD093318N282204M02|15|193|QSO|Non|2.2700120000|143.2575474000|29.1342408000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-193.fits.gz
505415214|2017-01-01|57755|57754|HD093318N282204M02|15|214|QSO|Non|0.9793150000|142.9524070000|29.8786972000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-214.fits.gz
505415250|2017-01-01|57755|57754|HD093318N282204M02|15|250|QSO|Non|1.2550000000|142.8793000000|29.2676200000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp15-250.fits.gz
505414027|2017-01-01|57755|57754|HD093318N282204M02|14|27|QSO|Non|1.7759170000|140.5859500000|28.5699260000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-027.fits.gz
505414094|2017-01-01|57755|57754|HD093318N282204M02|14|94|QSO|Non|1.0801120000|141.6432400000|29.3791750000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-094.fits.gz
505414147|2017-01-01|57755|57754|HD093318N282204M02|14|147|QSO|Non|1.3641660000|141.2892400000|29.4982990000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-147.fits.gz
505414149|2017-01-01|57755|57754|HD093318N282204M02|14|149|QSO|Non|1.5934430000|141.5111177000|29.4980894000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-149.fits.gz
505414169|2017-01-01|57755|57754|HD093318N282204M02|14|169|QSO|Non|1.9000000000|141.5900000000|28.9245900000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-169.fits.gz
505414246|2017-01-01|57755|57754|HD093318N282204M02|14|246|QSO|Non|2.4000000000|140.6476800000|28.7783650000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp14-246.fits.gz
505401232|2017-01-01|57755|57754|HD093318N282204M02|1|232|QSO|Non|1.4436220000|142.5584000000|26.2580210000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-232.fits.gz
505411064|2017-01-01|57755|57754|HD093318N282204M02|11|64|QSO|Non|0.9900000000|143.7332300000|29.9594550000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-064.fits.gz
505411068|2017-01-01|57755|57754|HD093318N282204M02|11|68|QSO|Non|1.7379770000|143.9201964000|30.0747029000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-068.fits.gz
505411071|2017-01-01|57755|57754|HD093318N282204M02|11|71|QSO|Non|1.8881830000|144.1498000000|30.2540300000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-071.fits.gz
505411120|2017-01-01|57755|57754|HD093318N282204M02|11|120|QSO|Non|1.3713200000|143.7556773000|30.3243626000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-120.fits.gz
505411152|2017-01-01|57755|57754|HD093318N282204M02|11|152|QSO|Non|1.0500000000|142.9106687000|30.5155612000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-152.fits.gz
505411161|2017-01-01|57755|57754|HD093318N282204M02|11|161|QSO|Non|1.2453360000|142.9848056000|30.5946313000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-161.fits.gz
505411181|2017-01-01|57755|57754|HD093318N282204M02|11|181|QSO|Non|1.2154480000|143.6500702000|30.3747817000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-181.fits.gz
505411199|2017-01-01|57755|57754|HD093318N282204M02|11|199|QSO|Non|0.5743920000|143.2143000000|30.5029700000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-199.fits.gz
505411201|2017-01-01|57755|57754|HD093318N282204M02|11|201|QSO|Non|2.2620260000|143.7180899000|30.7362442000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-201.fits.gz
505411229|2017-01-01|57755|57754|HD093318N282204M02|11|229|QSO|Non|2.1500000000|143.4833600000|30.2447720000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp11-229.fits.gz
505407004|2017-01-01|57755|57754|HD093318N282204M02|7|4|QSO|Non|0.4507410000|144.0811700000|26.5417920000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-004.fits.gz
505407045|2017-01-01|57755|57754|HD093318N282204M02|7|45|QSO|Non|2.4714290000|143.9129900000|26.4553320000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-045.fits.gz
505407076|2017-01-01|57755|57754|HD093318N282204M02|7|76|QSO|Non|1.6391870000|145.1555100000|26.5435890000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-076.fits.gz
505407094|2017-01-01|57755|57754|HD093318N282204M02|7|94|QSO|Non|1.6650500000|145.3715399000|26.7587872000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-094.fits.gz
505407136|2017-01-01|57755|57754|HD093318N282204M02|7|136|QSO|Non|1.3772600000|145.4588000000|27.0730800000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-136.fits.gz
505407141|2017-01-01|57755|57754|HD093318N282204M02|7|141|QSO|Non|0.5245440000|145.3400800000|26.9775270000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-141.fits.gz
505407164|2017-01-01|57755|57754|HD093318N282204M02|7|164|QSO|Non|0.7446100000|144.0740100000|26.3790350000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-164.fits.gz
505407206|2017-01-01|57755|57754|HD093318N282204M02|7|206|QSO|Non|0.7450000000|144.8830455000|26.3177084000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-206.fits.gz
505407223|2017-01-01|57755|57754|HD093318N282204M02|7|223|QSO|Non|0.8300000000|144.8554200000|26.3027920000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-223.fits.gz
505407250|2017-01-01|57755|57754|HD093318N282204M02|7|250|QSO|Non|1.8268740000|144.5331300000|26.3725620000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp07-250.fits.gz
505405045|2017-01-01|57755|57754|HD093318N282204M02|5|45|QSO|Non|1.2369400000|142.6464000000|27.2521500000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-045.fits.gz
505405083|2017-01-01|57755|57754|HD093318N282204M02|5|83|QSO|Non|1.7596100000|143.0057877000|27.1853189000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-083.fits.gz
505405084|2017-01-01|57755|57754|HD093318N282204M02|5|84|QSO|Non|1.9127490000|142.9056234000|27.0480068000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-084.fits.gz
505405120|2017-01-01|57755|57754|HD093318N282204M02|5|120|QSO|Non|1.7509600000|143.5719500000|27.6841670000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-120.fits.gz
505405131|2017-01-01|57755|57754|HD093318N282204M02|5|131|QSO|Non|1.1818700000|143.5464038000|27.2600960000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-131.fits.gz
505405149|2017-01-01|57755|57754|HD093318N282204M02|5|149|QSO|Non|1.7770180000|143.4546400000|27.2443400000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-149.fits.gz
505405209|2017-01-01|57755|57754|HD093318N282204M02|5|209|QSO|Non|1.6525590000|142.4976100000|27.0949120000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-209.fits.gz
505405249|2017-01-01|57755|57754|HD093318N282204M02|5|249|QSO|Non|1.8125500000|142.5488100000|27.2502490000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp05-249.fits.gz
505416018|2017-01-01|57755|57754|HD093318N282204M02|16|18|QSO|Non|1.0485570000|141.1742300000|29.9800900000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-018.fits.gz
505416035|2017-01-01|57755|57754|HD093318N282204M02|16|35|QSO|Non|1.2622480000|141.9041892000|30.3342008000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-035.fits.gz
505416056|2017-01-01|57755|57754|HD093318N282204M02|16|56|QSO|Non|1.6489800000|142.3916600000|30.0446830000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-056.fits.gz
505416060|2017-01-01|57755|57754|HD093318N282204M02|16|60|QSO|Non|2.5781550000|142.2106270000|30.0772949000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-060.fits.gz
505416126|2017-01-01|57755|57754|HD093318N282204M02|16|126|QSO|Non|0.5994870000|142.5547900000|30.2987110000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-126.fits.gz
505416138|2017-01-01|57755|57754|HD093318N282204M02|16|138|QSO|Non|0.8847350000|142.6089400000|30.2673250000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-138.fits.gz
505409051|2017-01-01|57755|57754|HD093318N282204M02|9|51|QSO|Non|0.4491500000|144.2668300000|29.6180140000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-051.fits.gz
505416200|2017-01-01|57755|57754|HD093318N282204M02|16|200|QSO|Non|1.3696300000|141.6381438000|29.9989159000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-200.fits.gz
505401017|2017-01-01|57755|57754|HD093318N282204M02|1|17|QSO|Non|1.4926720000|143.5584700000|26.0649650000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-017.fits.gz
505401018|2017-01-01|57755|57754|HD093318N282204M02|1|18|QSO|Non|1.5876260000|143.4149577000|26.0518036000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-018.fits.gz
505416232|2017-01-01|57755|57754|HD093318N282204M02|16|232|QSO|Non|0.9550880000|142.4229000000|30.6399400000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-232.fits.gz
505416249|2017-01-01|57755|57754|HD093318N282204M02|16|249|QSO|Non|1.2950000000|142.3045600000|30.3738550000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp16-249.fits.gz
505409074|2017-01-01|57755|57754|HD093318N282204M02|9|74|QSO|Non|1.4709070000|144.5583000000|29.2775800000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-074.fits.gz
505401006|2017-01-01|57755|57754|HD093318N282204M02|1|6|QSO|Non|1.1842100000|143.3975214000|26.1096100000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-006.fits.gz
505401054|2017-01-01|57755|57754|HD093318N282204M02|1|54|QSO|Non|1.2634260000|142.8473800000|26.6202410000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-054.fits.gz
505406009|2017-01-01|57755|57754|HD093318N282204M02|6|9|QSO|Non|0.7200000000|144.9231195000|27.4619662000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-009.fits.gz
505406010|2017-01-01|57755|57754|HD093318N282204M02|6|10|QSO|Non|1.8424100000|144.8407680000|27.2266125000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-010.fits.gz
505406011|2017-01-01|57755|57754|HD093318N282204M02|6|11|QSO|Non|1.3750000000|145.0037105000|27.3282742000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-011.fits.gz
505406014|2017-01-01|57755|57754|HD093318N282204M02|6|14|QSO|Non|1.2605160000|144.8738400000|27.3850510000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-014.fits.gz
505409137|2017-01-01|57755|57754|HD093318N282204M02|9|137|QSO|Non|0.1291310000|144.6937400000|28.6042300000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-137.fits.gz
505401070|2017-01-01|57755|57754|HD093318N282204M02|1|70|QSO|Non|1.9987230000|142.9692800000|26.6799780000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-070.fits.gz
505404024|2017-01-01|57755|57754|HD093318N282204M02|4|24|QSO|Non|2.5608700000|142.8496979000|28.6888715000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-024.fits.gz
505404027|2017-01-01|57755|57754|HD093318N282204M02|4|27|QSO|Non|0.5471790000|143.2310446000|28.6769044000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-027.fits.gz
505406027|2017-01-01|57755|57754|HD093318N282204M02|6|27|QSO|Non|1.7590490000|145.2587400000|28.2143930000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-027.fits.gz
505409149|2017-01-01|57755|57754|HD093318N282204M02|9|149|QSO|Non|0.8080500000|144.7709568000|28.6151089000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-149.fits.gz
505409152|2017-01-01|57755|57754|HD093318N282204M02|9|152|QSO|Non|2.6087430000|144.0876800000|28.9005100000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-152.fits.gz
505404039|2017-01-01|57755|57754|HD093318N282204M02|4|39|QSO|Non|1.9880300000|143.1778600000|28.9145580000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-039.fits.gz
505408122|2017-01-01|57755|57754|HD093318N282204M02|8|122|QSO|Non|1.9308850000|144.2278405000|27.1109779000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp08-122.fits.gz
505404060|2017-01-01|57755|57754|HD093318N282204M02|4|60|QSO|Non|1.0713960000|143.6535400000|28.5920050000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-060.fits.gz
505404063|2017-01-01|57755|57754|HD093318N282204M02|4|63|QSO|Non|1.0175000000|143.4673648000|28.5587618000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-063.fits.gz
505401120|2017-01-01|57755|57754|HD093318N282204M02|1|120|QSO|Non|0.1211930000|143.8628042000|26.2860444000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-120.fits.gz
505401131|2017-01-01|57755|57754|HD093318N282204M02|1|131|QSO|Non|0.8935390000|143.5669800000|26.6235750000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-131.fits.gz
505409210|2017-01-01|57755|57754|HD093318N282204M02|9|210|QSO|Non|1.4466490000|144.1402500000|28.6474440000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-210.fits.gz
505406107|2017-01-01|57755|57754|HD093318N282204M02|6|107|QSO|Non|1.3675700000|145.6457119000|27.1552052000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-107.fits.gz
505409243|2017-01-01|57755|57754|HD093318N282204M02|9|243|QSO|Non|1.2322400000|144.5764000000|28.4822300000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp09-243.fits.gz
505404140|2017-01-01|57755|57754|HD093318N282204M02|4|140|QSO|Non|0.9729140000|143.0019261000|27.8039665000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-140.fits.gz
505401194|2017-01-01|57755|57754|HD093318N282204M02|1|194|QSO|Non|2.3940400000|143.6555196000|26.0727847000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-194.fits.gz
505408218|2017-01-01|57755|57754|HD093318N282204M02|8|218|QSO|Non|2.4454830000|143.7719432000|26.9858566000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp08-218.fits.gz
505406156|2017-01-01|57755|57754|HD093318N282204M02|6|156|QSO|Non|0.6525440000|145.5974860000|27.4876380000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-156.fits.gz
505404161|2017-01-01|57755|57754|HD093318N282204M02|4|161|QSO|Non|0.2992680000|142.7996957000|28.4708278000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-161.fits.gz
505408227|2017-01-01|57755|57754|HD093318N282204M02|8|227|QSO|Non|0.6083010000|143.9531724000|27.8829362000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp08-227.fits.gz
505404162|2017-01-01|57755|57754|HD093318N282204M02|4|162|QSO|Non|1.1374910000|142.6793007000|28.3395604000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-162.fits.gz
505406164|2017-01-01|57755|57754|HD093318N282204M02|6|164|QSO|Non|1.3988530000|145.9576400000|27.4704110000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-164.fits.gz
505408231|2017-01-01|57755|57754|HD093318N282204M02|8|231|QSO|Non|0.5350000000|144.1376000000|28.0042500000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp08-231.fits.gz
505406172|2017-01-01|57755|57754|HD093318N282204M02|6|172|QSO|Non|1.6539860000|145.7124200000|27.6327000000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-172.fits.gz
505401225|2017-01-01|57755|57754|HD093318N282204M02|1|225|QSO|Non|1.5881930000|142.9504800000|25.9794760000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-225.fits.gz
505406177|2017-01-01|57755|57754|HD093318N282204M02|6|177|QSO|Non|1.6959630000|145.4114500000|27.7496930000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-177.fits.gz
505406183|2017-01-01|57755|57754|HD093318N282204M02|6|183|QSO|Non|2.1535410000|145.3465239000|27.7010721000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-183.fits.gz
505401236|2017-01-01|57755|57754|HD093318N282204M02|1|236|QSO|Non|1.4406620000|142.3873300000|26.2356940000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp01-236.fits.gz
505404193|2017-01-01|57755|57754|HD093318N282204M02|4|193|QSO|Non|2.3501700000|143.0423800000|28.0737710000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-193.fits.gz
505406194|2017-01-01|57755|57754|HD093318N282204M02|6|194|QSO|Non|1.3085530000|145.4504800000|27.4774670000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-194.fits.gz
505404202|2017-01-01|57755|57754|HD093318N282204M02|4|202|QSO|Non|1.2673550000|143.6971100000|28.7194580000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-202.fits.gz
505404203|2017-01-01|57755|57754|HD093318N282204M02|4|203|QSO|Non|0.7914380000|143.5721600000|28.7663290000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-203.fits.gz
505404209|2017-01-01|57755|57754|HD093318N282204M02|4|209|QSO|Non|2.0790100000|143.4384792000|28.7836773000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-209.fits.gz
505406218|2017-01-01|57755|57754|HD093318N282204M02|6|218|QSO|Non|1.3225250000|145.4247300000|27.2948820000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-218.fits.gz
505404232|2017-01-01|57755|57754|HD093318N282204M02|4|232|QSO|Non|0.4525200000|143.8780100000|28.3251810000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-232.fits.gz
505404233|2017-01-01|57755|57754|HD093318N282204M02|4|233|QSO|Non|2.3071600000|143.8405000000|28.4968900000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp04-233.fits.gz
505406234|2017-01-01|57755|57754|HD093318N282204M02|6|234|QSO|Non|0.4094510000|145.0945476000|27.5945916000|||||20170101/HD093318N282204M02/spec-57755-HD093318N282204M02_sp06-234.fits.gz
